price_grain,cost_n_fert,cost_n_social,costs_fixed,price_ratio,unit_price_grain,unit_cost_n,location,year,time_n,model,base_zero,eonr,eonr_bias,R*,costs_at_onr,ci_level,ci_wald_l,ci_wald_u,ci_pl_l,ci_pl_u,ci_boot_l,ci_boot_u,mrtn,grtn_r2_adj,grtn_rmse,grtn_max_y,grtn_crit_x,grtn_y_int,scn_lin_r2,scn_lin_rmse,scn_exp_r2,scn_exp_rmse
0.157,0.88,0.0,0.0,5.6050955414012735,$ per ha,$ per kg,Minnesota,2012,Pre,quad_plateau,1214.5088817790702,162.33979427412507,0.0,0.8799999999999999,142.85901896123005,0.9,107.48904334642127,217.19054520182885,130.4575768870547,207.82706960597898,,,767.9304770636913,0.7289260402105602,181.22599268578622,917.4335799200123,177.43998494479018,0.0029636245501645352,,,,
0.157,1.32,1.1,0.0,15.414012738853502,$ per ha,$ per kg,Minnesota,2012,Pre,quad_plateau,1214.5088817790702,149.6081200658788,0.0,1.621968995465421,210.2654357616069,0.9,111.62810855611059,187.58813157564703,122.36253700660289,186.2773818327305,,,684.5969331986169,0.7289260402105602,181.22599268578622,917.4335799200123,177.43998494479018,0.0029636245501645352,0.7771064982966365,139.31369104088012,0.836098687669447,21.118415073655253
